Code, Format, Type, Support, Marge, Rendu, Numérisation, Scan, Finition, Traitement, CodeProduit1, CodeProduit2, CodeProduit3, CodeProduit4, CodeProduit5, CodeProduit6
120, C41, Aucun, N, N, Aucune, N, Découpe par 4, Normal, 001000
120, C41, Aucun, N, N, Aucune, N, Découpe par 4, Express x2, 001000*2
120, C41, Aucun, N, N, Aucune, N, Découpe par 4, Express x3, 001000*3
120, C41, Aucun, N, N, Aucune, N, Découpe par 6, Normal, 001000
120, C41, Aucun, N, N, Aucune, N, Découpe par 6, Express x2, 001000*2
120, C41, Aucun, N, N, Aucune, N, Découpe par 6, Express x3, 001000*3
120, C41, Aucun, N, N, Aucune, N, En bande, Normal, 001000
120, C41, Aucun, N, N, Aucune, N, En bande, Express x2, 001000*2
120, C41, Aucun, N, N, Aucune, N, En bande, Express x3, 001000*3
120, C41, Aucun, N, N, HS 1800 L, O, En bande, Express x3, 001000*3, 001357
120, C41, Aucun, N, N, HS 1800 L, O, Détruire le négatif, Normal, 001000, 001357
120, C41, Aucun, N, N, HS 1800 L, O, Détruire le négatif, Express x2, 001000*2, 001357
120, C41, Aucun, N, N, HS 1800 L, O, Détruire le négatif, Express x3, 001000*3, 001357
120, C41, Aucun, N, N, HS 1800 XL, O, Découpe par 4, Normal, 001000, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Découpe par 4, Express x2, 001000*2, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Découpe par 4, Express x3, 001000*3, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Découpe par 6, Normal, 001000, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Découpe par 6, Express x2, 001000*2, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Découpe par 6, Express x3, 001000*3, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, En bande, Normal, 001000, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, En bande, Express x2, 001000*2, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, En bande, Express x3, 001000*3, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Détruire le négatif, Normal, 001000, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Détruire le négatif, Express x2, 001000*2, 002624
120, C41, Aucun, N, N, HS 1800 XL, O, Détruire le négatif, Express x3, 001000*3, 002624
120, C41, Aucun, N, N, HR500 HD, O, Découpe par 4, Normal, 001000, 002625
120, C41, Aucun, N, N, HR500 HD, O, Découpe par 4, Express x2, 001000*2, 002625
120, C41, Aucun, N, N, HR500 HD, O, Découpe par 4, Express x3, 001000*3, 002625
120, C41, Aucun, N, N, HR500 HD, O, Découpe par 6, Normal, 001000, 002625
120, C41, Aucun, N, N, HR500 HD, O, Découpe par 6, Express x2, 001000*2, 002625
120, C41, Aucun, N, N, HR500 HD, O, Découpe par 6, Express x3, 001000*3, 002625
120, C41, Aucun, N, N, HR500 HD, O, En bande, Normal, 001000, 002625
120, C41, Aucun, N, N, HR500 HD, O, En bande, Express x2, 001000*2, 002625
120, C41, Aucun, N, N, HR500 HD, O, En bande, Express x3, 001000*3, 002625
120, C41, Aucun, N, N, HR500 HD, O, Détruire le négatif, Normal, 001000, 002625
120, C41, Aucun, N, N, HR500 HD, O, Détruire le négatif, Express x2, 001000*2, 002625
120, C41, Aucun, N, N, HR500 HD, O, Détruire le négatif, Express x3, 001000*3, 002625
120, C41, Aucun, N, N, HR500 SHD, O, Découpe par 4, Normal, 001000, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Découpe par 4, Express x2, 001000*2, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Découpe par 4, Express x3, 001000*3, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Découpe par 6, Normal, 001000, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Découpe par 6, Express x2, 001000*2, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Découpe par 6, Express x3, 001000*3, 001358
120, C41, Aucun, N, N, HR500 SHD, O, En bande, Normal, 001000, 001358
120, C41, Aucun, N, N, HR500 SHD, O, En bande, Express x2, 001000*2, 001358
120, C41, Aucun, N, N, HR500 SHD, O, En bande, Express x3, 001000*3, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Détruire le négatif, Normal, 001000, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Détruire le négatif, Express x2, 001000*2, 001358
120, C41, Aucun, N, N, HR500 SHD, O, Détruire le négatif, Express x3, 001000*3, 001358
120, C41, Aucun, N, N, HR500 UHD, O, Découpe par 4, Normal, 001000, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Découpe par 4, Express x2, 001000*2, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Découpe par 4, Express x3, 001000*3, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Découpe par 6, Normal, 001000, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Découpe par 6, Express x2, 001000*2, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Découpe par 6, Express x3, 001000*3, 001359
120, C41, Aucun, N, N, HR500 UHD, O, En bande, Normal, 001000, 001359
120, C41, Aucun, N, N, HR500 UHD, O, En bande, Express x2, 001000*2, 001359
120, C41, Aucun, N, N, HR500 UHD, O, En bande, Express x3, 001000*3, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Détruire le négatif, Normal, 001000, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Détruire le négatif, Express x2, 001000*2, 001359
120, C41, Aucun, N, N, HR500 UHD, O, Détruire le négatif, Express x3, 001000*3, 001359
120, C41, Tirage de lecture, N, O, Aucune, N, Découpe par 4, Normal, 001000, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, Découpe par 4, Express x2, 001000*2, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, Découpe par 4, Express x3, 001000*3, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, Découpe par 6, Normal, 001000, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, Découpe par 6, Express x2, 001000*2, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, Découpe par 6, Express x3, 001000*3, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, En bande, Normal, 001000, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, En bande, Express x2, 001000*2, 000104
120, C41, Tirage de lecture, N, O, Aucune, N, En bande, Express x3, 001000*3, 000104
120, C41, Tirage de lecture, N, O, SD, N, Découpe par 4, Normal, 001000, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Découpe par 4, Express x2, 001000*2, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Découpe par 4, Express x3, 001000*3, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Découpe par 6, Normal, 001000, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Découpe par 6, Express x2, 001000*2, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Découpe par 6, Express x3, 001000*3, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, En bande, Normal, 001000, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, En bande, Express x2, 001000*2, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, En bande, Express x3, 001000*3, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Détruire le négatif, Normal, 001000, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Détruire le négatif, Express x2, 001000*2, 001356, 000104
120, C41, Tirage de lecture, N, O, SD, N, Détruire le négatif, Express x3, 001000*3, 001356, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Découpe par 4, Normal, 001000, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Découpe par 4, Express x2, 001000*2, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Découpe par 4, Express x3, 001000*3, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Découpe par 6, Normal, 001000, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Découpe par 6, Express x2, 001000*2, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Découpe par 6, Express x3, 001000*3, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, En bande, Normal, 001000, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, En bande, Express x2, 001000*2, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, En bande, Express x3, 001000*3, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Détruire le négatif, Normal, 001000, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Détruire le négatif, Express x2, 001000*2, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 L, O, Détruire le négatif, Express x3, 001000*3, 001357, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Découpe par 4, Normal, 001000, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Découpe par 4, Express x2, 001000*2, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Découpe par 4, Express x3, 001000*3, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Découpe par 6, Normal, 001000, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Découpe par 6, Express x2, 001000*2, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Découpe par 6, Express x3, 001000*3, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, En bande, Normal, 001000, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, En bande, Express x2, 001000*2, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, En bande, Express x3, 001000*3, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Détruire le négatif, Normal, 001000, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Détruire le négatif, Express x2, 001000*2, 002624, 000104
120, C41, Tirage de lecture, N, O, HS 1800 XL, O, Détruire le négatif, Express x3, 001000*3, 002624, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Découpe par 4, Normal, 001000, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Découpe par 4, Express x2, 001000*2, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Découpe par 4, Express x3, 001000*3, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Découpe par 6, Normal, 001000, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Découpe par 6, Express x2, 001000*2, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Découpe par 6, Express x3, 001000*3, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, En bande, Normal, 001000, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, En bande, Express x2, 001000*2, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, En bande, Express x3, 001000*3, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Détruire le négatif, Normal, 001000, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Détruire le négatif, Express x2, 001000*2, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 HD, O, Détruire le négatif, Express x3, 001000*3, 002625, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Découpe par 4, Normal, 001000, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Découpe par 4, Express x2, 001000*2, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Découpe par 4, Express x3, 001000*3, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Découpe par 6, Normal, 001000, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Découpe par 6, Express x2, 001000*2, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Découpe par 6, Express x3, 001000*3, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, En bande, Normal, 001000, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, En bande, Express x2, 001000*2, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, En bande, Express x3, 001000*3, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Détruire le négatif, Normal, 001000, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Détruire le négatif, Express x2, 001000*2, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 SHD, O, Détruire le négatif, Express x3, 001000*3, 001358, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Découpe par 4, Normal, 001000, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Découpe par 4, Express x2, 001000*2, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Découpe par 4, Express x3, 001000*3, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Découpe par 6, Normal, 001000, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Découpe par 6, Express x2, 001000*2, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Découpe par 6, Express x3, 001000*3, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, En bande, Normal, 001000, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, En bande, Express x2, 001000*2, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, En bande, Express x3, 001000*3, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Détruire le négatif, Normal, 001000, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Détruire le négatif, Express x2, 001000*2, 001359, 000104
120, C41, Tirage de lecture, N, O, HR500 UHD, O, Détruire le négatif, Express x3, 001000*3, 001359, 000104
120, C41, 10x15, O, O, Aucune, N, Découpe par 4, Normal, 001000, 001354
120, C41, 10x15, O, O, Aucune, N, Découpe par 4, Express x2, 001000*2, 001354
120, C41, 10x15, O, O, Aucune, N, Découpe par 4, Express x3, 001000*3, 001354
120, C41, 10x15, O, O, Aucune, N, Découpe par 6, Normal, 001000, 001354
120, C41, 10x15, O, O, Aucune, N, Découpe par 6, Express x2, 001000*2, 001354
120, C41, 10x15, O, O, Aucune, N, Découpe par 6, Express x3, 001000*3, 001354
120, C41, 10x15, O, O, Aucune, N, En bande, Normal, 001000, 001354
120, C41, 10x15, O, O, Aucune, N, En bande, Express x2, 001000*2, 001354
120, C41, 10x15, O, O, Aucune, N, En bande, Express x3, 001000*3, 001354
120, C41, 10x15, O, O, SD, N, Découpe par 4, Normal, 001000, 001356, 001354
120, C41, 10x15, O, O, SD, N, Découpe par 4, Express x2, 001000*2, 001356, 001354
120, C41, 10x15, O, O, SD, N, Découpe par 4, Express x3, 001000*3, 001356, 001354
120, C41, 10x15, O, O, SD, N, Découpe par 6, Normal, 001000, 001356, 001354
120, C41, 10x15, O, O, SD, N, Découpe par 6, Express x2, 001000*2, 001356, 001354
120, C41, 10x15, O, O, SD, N, Découpe par 6, Express x3, 001000*3, 001356, 001354
120, C41, 10x15, O, O, SD, N, En bande, Normal, 001000, 001356, 001354
120, C41, 10x15, O, O, SD, N, En bande, Express x2, 001000*2, 001356, 001354
120, C41, 10x15, O, O, SD, N, En bande, Express x3, 001000*3, 001356, 001354
120, C41, 10x15, O, O, SD, N, Détruire le négatif, Normal, 001000, 001356, 001354
120, C41, 10x15, O, O, SD, N, Détruire le négatif, Express x2, 001000*2, 001356, 001354
120, C41, 10x15, O, O, SD, N, Détruire le négatif, Express x3, 001000*3, 001356, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Découpe par 4, Normal, 001000, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Découpe par 4, Express x2, 001000*2, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Découpe par 4, Express x3, 001000*3, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Découpe par 6, Normal, 001000, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Découpe par 6, Express x2, 001000*2, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Découpe par 6, Express x3, 001000*3, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, En bande, Normal, 001000, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, En bande, Express x2, 001000*2, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, En bande, Express x3, 001000*3, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Détruire le négatif, Normal, 001000, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Détruire le négatif, Express x2, 001000*2, 001357, 001354
120, C41, 10x15, O, O, HS 1800 L, O, Détruire le négatif, Express x3, 001000*3, 001357, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Découpe par 4, Normal, 001000, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Découpe par 4, Express x2, 001000*2, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Découpe par 4, Express x3, 001000*3, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Découpe par 6, Normal, 001000, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Découpe par 6, Express x2, 001000*2, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Découpe par 6, Express x3, 001000*3, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, En bande, Normal, 001000, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, En bande, Express x2, 001000*2, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, En bande, Express x3, 001000*3, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Détruire le négatif, Normal, 001000, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Détruire le négatif, Express x2, 001000*2, 002624, 001354
120, C41, 10x15, O, O, HS 1800 XL, O, Détruire le négatif, Express x3, 001000*3, 002624, 001354
120, C41, 10x15, O, O, HR500 HD, O, Découpe par 4, Normal, 001000, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Découpe par 4, Express x2, 001000*2, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Découpe par 4, Express x3, 001000*3, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Découpe par 6, Normal, 001000, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Découpe par 6, Express x2, 001000*2, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Découpe par 6, Express x3, 001000*3, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, En bande, Normal, 001000, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, En bande, Express x2, 001000*2, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, En bande, Express x3, 001000*3, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Détruire le négatif, Normal, 001000, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Détruire le négatif, Express x2, 001000*2, 002625, 001354
120, C41, 10x15, O, O, HR500 HD, O, Détruire le négatif, Express x3, 001000*3, 002625, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Découpe par 4, Normal, 001000, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Découpe par 4, Express x2, 001000*2, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Découpe par 4, Express x3, 001000*3, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Découpe par 6, Normal, 001000, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Découpe par 6, Express x2, 001000*2, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Découpe par 6, Express x3, 001000*3, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, En bande, Normal, 001000, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, En bande, Express x2, 001000*2, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, En bande, Express x3, 001000*3, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Détruire le négatif, Normal, 001000, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Détruire le négatif, Express x2, 001000*2, 001358, 001354
120, C41, 10x15, O, O, HR500 SHD, O, Détruire le négatif, Express x3, 001000*3, 001358, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Découpe par 4, Normal, 001000, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Découpe par 4, Express x2, 001000*2, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Découpe par 4, Express x3, 001000*3, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Découpe par 6, Normal, 001000, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Découpe par 6, Express x2, 001000*2, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Découpe par 6, Express x3, 001000*3, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, En bande, Normal, 001000, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, En bande, Express x2, 001000*2, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, En bande, Express x3, 001000*3, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Détruire le négatif, Normal, 001000, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Détruire le négatif, Express x2, 001000*2, 001359, 001354
120, C41, 10x15, O, O, HR500 UHD, O, Détruire le négatif, Express x3, 001000*3, 001359, 001354
120, C41, 13x19, O, O, Aucune, N, Découpe par 4, Normal, 001000, 001355
120, C41, 13x19, O, O, Aucune, N, Découpe par 4, Express x2, 001000*2, 001355
120, C41, 13x19, O, O, Aucune, N, Découpe par 4, Express x3, 001000*3, 001355
120, C41, 13x19, O, O, Aucune, N, Découpe par 6, Normal, 001000, 001355
120, C41, 13x19, O, O, Aucune, N, Découpe par 6, Express x2, 001000*2, 001355
120, C41, 13x19, O, O, Aucune, N, Découpe par 6, Express x3, 001000*3, 001355
120, C41, 13x19, O, O, Aucune, N, En bande, Normal, 001000, 001355
120, C41, 13x19, O, O, Aucune, N, En bande, Express x2, 001000*2, 001355
120, C41, 13x19, O, O, Aucune, N, En bande, Express x3, 001000*3, 001355
120, C41, 13x19, O, O, SD, N, Découpe par 4, Normal, 001000, 001356, 001355
120, C41, 13x19, O, O, SD, N, Découpe par 4, Express x2, 001000*2, 001356, 001355
120, C41, 13x19, O, O, SD, N, Découpe par 4, Express x3, 001000*3, 001356, 001355
120, C41, 13x19, O, O, SD, N, Découpe par 6, Normal, 001000, 001356, 001355
120, C41, 13x19, O, O, SD, N, Découpe par 6, Express x2, 001000*2, 001356, 001355
120, C41, 13x19, O, O, SD, N, Découpe par 6, Express x3, 001000*3, 001356, 001355
120, C41, 13x19, O, O, SD, N, En bande, Normal, 001000, 001356, 001355
120, C41, 13x19, O, O, SD, N, En bande, Express x2, 001000*2, 001356, 001355
120, C41, 13x19, O, O, SD, N, En bande, Express x3, 001000*3, 001356, 001355
120, C41, 13x19, O, O, SD, N, Détruire le négatif, Normal, 001000, 001356, 001355
120, C41, 13x19, O, O, SD, N, Détruire le négatif, Express x2, 001000*2, 001356, 001355
120, C41, 13x19, O, O, SD, N, Détruire le négatif, Express x3, 001000*3, 001356, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Découpe par 4, Normal, 001000, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Découpe par 4, Express x2, 001000*2, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Découpe par 4, Express x3, 001000*3, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Découpe par 6, Normal, 001000, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Découpe par 6, Express x2, 001000*2, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Découpe par 6, Express x3, 001000*3, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, En bande, Normal, 001000, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, En bande, Express x2, 001000*2, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, En bande, Express x3, 001000*3, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Détruire le négatif, Normal, 001000, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Détruire le négatif, Express x2, 001000*2, 001357, 001355
120, C41, 13x19, O, O, HS 1800 L, O, Détruire le négatif, Express x3, 001000*3, 001357, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, Découpe par 4, Normal, 001000, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, Découpe par 4, Express x2, 001000*2, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, Découpe par 4, Express x3, 001000*3, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, Découpe par 6, Normal, 001000, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, Découpe par 6, Express x2, 001000*2, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, Découpe par 6, Express x3, 001000*3, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, En bande, Normal, 001000, 002624, 001355
120, C41, 13x19, O, O, HS 1800 XL, O, En bande, Express x2, 001000*2, 002624, 001355
